# ANNOTATION label vol Imax Iavg Istd lx2 ly2 lz2 Rg asph acyl kappa Lmax Lmin Vrs Vre
0 1.4202000000000000e+05 3.3900000000000000e+02 1.4189935922622681e+00 1.1461256742477417e+00 7.3995389044284821e-02 6.8300616741180420e-01 1.4211134910583496e+00 1.7934791564941406e+02 1.3470413208007812e+01 1.7829586791992188e+02 7.3810738325119019e-01 9.6552693843841553e-01 4.5273025512695312e+01 5.4439902305603027e+00 1.5388460829854012e-02 5.4863208532333374e-01
0 1.4202100000000000e+05 3.3900000000000000e+02 4.5487718582153320e+00 1.5560450553894043e+00 4.5119413733482361e-01 6.3189029693603516e-01 3.2292148590087891e+01 4.3957836151123047e+01 8.7682313919067383e+00 2.7495815277099609e+01 3.1660259246826172e+01 2.5509119033813477e-01 2.7560974121093750e+01 2.5282880783081055e+01 5.5795863270759583e-02 2.4169552326202393e-01
0 1.4202200000000000e+05 3.3900000000000000e+02 1.3033002614974976e+00 1.1203997135162354e+00 4.2787197977304459e-02 8.3468115329742432e-01 6.7891526222229004e+00 1.7092340087890625e+02 1.3362156867980957e+01 1.6711148071289062e+02 5.9544715881347656e+00 8.7683862447738647e-01 4.8207721710205078e+01 1.4372467041015625e+01 1.5765519812703133e-02 2.3258796334266663e-01
1 1.4202300000000000e+05 3.4000000000000000e+02 1.9302657842636108e+00 1.3317482471466064e+00 1.4250016212463379e-01 2.2900731563568115e+00 5.6324357986450195e+00 2.3164974212646484e+01 5.5756149291992188e+00 1.9203718185424805e+01 3.3423628807067871e+00 3.9026182889938354e-01 2.2101081848144531e+01 1.1771776199340820e+01 2.1764007210731506e-01 4.1999739408493042e-01
0 1.4202400000000000e+05 3.4000000000000000e+02 2.8344552516937256e+00 1.5323014259338379e+00 2.8391396999359131e-01 7.8499764204025269e-01 1.0412758588790894e+00 1.1414284515380859e+02 1.0768896102905273e+01 1.1322970581054688e+02 2.5627812743186951e-01 9.5331788063049316e-01 4.3018993377685547e+01 5.0150685310363770e+00 3.0206725001335144e-02 7.5161230564117432e-01
0 1.4202500000000000e+05 3.4000000000000000e+02 1.4211705923080444e+00 1.1089657545089722e+00 6.9905258715152740e-02 4.8913421630859375e+00 1.2334953308105469e+01 3.8375530242919922e+01 7.4566631317138672e+00 2.9762382507324219e+01 7.4436111450195312e+00 2.9996311664581299e-01 2.2645938873291016e+01 1.5448161125183105e+01 9.0987890958786011e-02 1.5087778866291046e-01
0 1.4202600000000000e+05 3.4000000000000000e+02 1.3281871080398560e+00 1.1164690256118774e+00 4.7537434846162796e-02 5.4568666219711304e-01 1.2207769393920898e+01 1.3818670654296875e+02 1.2285770416259766e+01 1.3180996704101562e+02 1.1662082672119141e+01 7.6705986261367798e-01 3.9993316650390625e+01 1.5361244201660156e+01 2.0342765375971794e-02 2.3928327858448029e-01
0 1.4202700000000000e+05 3.4000000000000000e+02 1.3765915632247925e+00 1.1704436540603638e+00 5.7680334895849228e-02 9.4897550344467163e-01 1.0282073020935059e+01 1.1025226593017578e+02 1.1021946907043457e+01 1.0463674163818359e+02 9.3330974578857422e+00 7.4630922079086304e-01 3.4631908416748047e+01 1.4727879524230957e+01 2.8173593804240227e-02 2.2134703397750854e-01
0 1.4202800000000000e+05 3.4000000000000000e+02 1.2151408195495605e+00 1.1069824695587158e+00 2.5761811062693596e-02 2.3191177845001221e+00 1.8436101913452148e+01 8.9197326660156250e+01 1.0485825538635254e+01 7.8819717407226562e+01 1.6116983413696289e+01 5.2999150753021240e-01 3.5501808166503906e+01 2.0087173461914062e+01 3.2719697803258896e-02 1.1756104975938797e-01
1 1.4202900000000000e+05 3.4000000000000000e+02 1.5510331392288208e+00 1.1961995363235474e+00 8.2546755671501160e-02 2.3685235977172852e+00 2.0572469711303711e+01 2.5634948730468750e+01 6.9696445465087891e+00 1.4164451599121094e+01 1.8203947067260742e+01 1.9035650789737701e-01 2.2092878341674805e+01 1.8050323486328125e+01 1.1142569035291672e-01 2.0541729032993317e-01
0 1.4203000000000000e+05 3.4100000000000000e+02 4.5862073898315430e+00 1.6037343740463257e+00 4.3539249897003174e-01 1.0647372007369995e+00 2.0897576808929443e+00 6.9701843261718750e+01 8.5355920791625977e+00 6.8124595642089844e+01 1.0250204801559448e+00 8.7447404861450195e-01 3.7946792602539062e+01 6.4361467361450195e+00 6.0840338468551636e-02 5.8468163013458252e-01
0 1.4203100000000000e+05 3.4100000000000000e+02 1.4898413419723511e+00 1.1875324249267578e+00 7.3842540383338928e-02 2.6833803653717041e+00 3.2506111145019531e+01 3.4616806030273438e+01 8.3550167083740234e+00 1.7022060394287109e+01 2.9822729110717773e+01 1.9634985923767090e-01 2.3595926284790039e+01 2.0706417083740234e+01 6.4871020615100861e-02 1.3250847160816193e-01
0 1.4203200000000000e+05 3.4100000000000000e+02 1.6893829107284546e+00 1.2094656229019165e+00 1.0277333110570908e-01 5.7108438014984131e-01 4.7238488197326660e+00 1.0164594268798828e+02 1.0341221809387207e+01 9.8998474121093750e+01 4.1527643203735352e+00 8.5810869932174683e-01 4.0152614593505859e+01 1.0271842002868652e+01 3.4211888909339905e-02 4.3971127271652222e-01
0 1.4203300000000000e+05 3.4100000000000000e+02 2.1196782588958740e+00 1.2594535350799561e+00 1.5837627649307251e-01 1.5169340372085571e+00 4.0107016563415527e+00 4.9436595916748047e+01 7.4137868881225586e+00 4.6672779083251953e+01 2.4937674999237061e+00 7.2259652614593506e-01 2.7243204116821289e+01 1.0770319938659668e+01 9.2847965657711029e-02 4.1984882950782776e-01
0 1.4203400000000000e+05 3.4100000000000000e+02 1.3133339881896973e+00 1.1274753808975220e+00 3.4239888191223145e-02 1.3097105026245117e+00 1.8816694021224976e+00 1.1678144836425781e+02 1.0953210830688477e+01 1.1518575286865234e+02 5.7195883989334106e-01 9.2180657386779785e-01 3.8221904754638672e+01 6.8049769401550293e+00 2.8791766613721848e-02 4.2920476198196411e-01
0 1.4203500000000000e+05 3.4100000000000000e+02 1.2795957326889038e+00 1.1296594142913818e+00 3.9361674338579178e-02 1.4868848323822021e+00 1.3430916786193848e+01 1.1925531005859375e+02 1.1583312034606934e+01 1.1179640960693359e+02 1.1944031715393066e+01 7.0020747184753418e-01 3.9383731842041016e+01 1.6843257904052734e+01 2.4344136938452721e-02 1.4920397102832794e-01
0 1.4203600000000000e+05 3.4200000000000000e+02 6.2731575965881348e+00 1.8714050054550171e+00 5.5415374040603638e-01 1.2052787542343140e+00 1.5326256752014160e+01 4.4316093444824219e+01 7.8004889488220215e+00 3.6050327301025391e+01 1.4120977401733398e+01 3.9141210913658142e-01 2.5969461441040039e+01 1.8882406234741211e+01 7.9946398735046387e-02 2.5523483753204346e-01
0 1.4203700000000000e+05 3.4200000000000000e+02 1.2674329280853271e+00 1.1169433593750000e+00 3.7084665149450302e-02 2.2807171344757080e+00 1.5266204833984375e+01 1.5004869079589844e+02 1.2945872306823730e+01 1.4127522277832031e+02 1.2985487937927246e+01 7.1507227420806885e-01 4.2709838867187500e+01 1.5796342849731445e+01 1.7489219084382057e-02 1.0103344172239304e-01
0 1.4203800000000000e+05 3.4200000000000000e+02 1.6157494783401489e+00 1.2465417385101318e+00 9.6355885267257690e-02 4.0711312294006348e+00 4.9496054649353027e+00 5.6466094970703125e+01 8.0923938751220703e+00 5.1955726623535156e+01 8.7847453355789185e-01 6.2958157062530518e-01 2.8172863006591797e+01 1.1036842346191406e+01 7.1603357791900635e-02 2.1649394929409027e-01
0 1.4203900000000000e+05 3.4200000000000000e+02 1.3148639202117920e+00 1.1515617370605469e+00 4.7534324228763580e-02 2.5573983192443848e+00 3.7033751010894775e+00 1.3204449462890625e+02 1.1760325431823730e+01 1.2891410827636719e+02 1.1459767818450928e+00 8.6885875463485718e-01 4.3200321197509766e+01 9.1461353302001953e+00 2.3329546675086021e-02 2.0650202035903931e-01
1 1.4204000000000000e+05 3.4200000000000000e+02 8.9268760681152344e+00 3.1569154262542725e+00 6.2743604183197021e-01 6.8327003717422485e-01 5.2882628440856934e+00 2.5211122512817383e+01 5.5841431617736816e+00 2.2225355148315430e+01 4.6049928665161133e+00 5.2436542510986328e-01 2.3155984878540039e+01 1.1102235794067383e+01 2.1791882812976837e-01 7.6512730121612549e-01
0 1.4204100000000000e+05 3.4200000000000000e+02 1.9652410745620728e+00 1.1295995712280273e+00 1.2562689185142517e-01 1.1508708000183105e+00 4.1921371459960938e+01 1.5381068420410156e+02 1.4031497001647949e+01 1.3227456665039062e+02 4.0770500183105469e+01 4.8353558778762817e-01 3.9509117126464844e+01 2.9226465225219727e+01 1.3735747896134853e-02 8.4773130714893341e-02
0 1.4204200000000000e+05 3.4200000000000000e+02 1.3207921981811523e+00 1.1421418190002441e+00 4.6557474881410599e-02 2.7021863460540771e+00 1.9330379486083984e+01 3.3776905059814453e+01 7.4705739021301270e+00 2.2760622024536133e+01 1.6628192901611328e+01 2.3290179669857025e-01 2.1295469284057617e+01 1.8428562164306641e+01 9.1012805700302124e-02 1.7385801672935486e-01
1 1.4204300000000000e+05 3.4300000000000000e+02 3.8334171772003174e+00 1.5647438764572144e+00 3.9928007125854492e-01 4.0416526794433594e+00 4.4327106475830078e+00 3.9472732543945312e+01 6.9243841171264648e+00 3.5235553741455078e+01 3.9105814695358276e-01 5.4010432958602905e-01 3.3024368286132812e+01 9.4197816848754883e+00 1.1462752521038055e-01 2.7541509270668030e-01
0 1.4204400000000000e+05 3.4300000000000000e+02 2.0672414302825928e+00 1.2848405838012695e+00 1.8568412959575653e-01 1.6605361700057983e+00 4.5822405815124512e+00 7.3708213806152344e+01 8.9415321350097656e+00 7.0586822509765625e+01 2.9217042922973633e+00 7.8047192096710205e-01 3.6145565032958984e+01 1.0408602714538574e+01 5.3234919905662537e-02 3.0926406383514404e-01
0 1.4204500000000000e+05 3.4300000000000000e+02 5.9704785346984863e+00 1.9785554409027100e+00 5.7039731740951538e-01 8.2789665460586548e-01 1.2593451738357544e+00 1.1175481414794922e+02 1.0669679641723633e+01 1.1071118927001953e+02 4.3144857883453369e-01 9.4576352834701538e-01 5.1226490020751953e+01 5.8895378112792969e+00 3.1331289559602737e-02 6.7851108312606812e-01
0 1.4204600000000000e+05 3.4300000000000000e+02 1.1695866584777832e+00 1.0885937213897705e+00 2.2897044196724892e-02 1.3544018268585205e+00 5.4778984069824219e+01 4.0544989013671875e+02 2.1484489440917969e+01 3.7738320922851562e+02 5.3424583435058594e+01 6.7849111557006836e-01 7.1807395935058594e+01 2.9555952072143555e+01 3.8375784642994404e-03 4.2228061705827713e-02
0 1.4204700000000000e+05 3.4300000000000000e+02 1.5149180889129639e+00 1.1350083351135254e+00 7.4380531907081604e-02 7.4019217491149902e-01 2.5140277862548828e+01 1.4338836669921875e+02 1.3010335922241211e+01 1.3044813537597656e+02 2.4400087356567383e+01 6.0949587821960449e-01 4.2135627746582031e+01 2.1279277801513672e+01 1.7280919477343559e-02 1.4178694784641266e-01
1 1.4204800000000000e+05 3.4300000000000000e+02 3.2054955959320068e+00 1.4948542118072510e+00 3.0946928262710571e-01 1.6134139299392700e+00 2.9147734642028809e+00 5.1654235839843750e+01 7.4954934120178223e+00 4.9390144348144531e+01 1.3013595342636108e+00 7.7322465181350708e-01 2.8873834609985352e+01 8.8905544281005859e+00 9.0371541678905487e-02 4.6991816163063049e-01
0 1.4204900000000000e+05 3.4300000000000000e+02 1.5985596179962158e+00 1.2252392768859863e+00 8.8032543659210205e-02 2.5845019817352295e+00 2.8418834209442139e+00 4.5031059265136719e+01 7.1033406257629395e+00 4.2317867279052734e+01 2.5738149881362915e-01 7.0341086387634277e-01 2.6356203079223633e+01 9.2706871032714844e+00 1.0618043690919876e-01 4.0271967649459839e-01
1 1.4205000000000000e+05 3.4400000000000000e+02 2.0810141563415527e+00 1.3570842742919922e+00 1.4889375865459442e-01 2.0461983680725098e+00 6.0270204544067383e+00 1.5438426017761230e+01 4.8488807678222656e+00 1.1401816368103027e+01 3.9808220863342285e+00 2.5667020678520203e-01 1.6491680145263672e+01 1.2305826187133789e+01 3.3478978276252747e-01 5.3233879804611206e-01
1 1.4205100000000000e+05 3.4400000000000000e+02 2.0038785934448242e+00 1.3991340398788452e+00 1.3100920617580414e-01 1.9468111991882324e+00 3.2789521217346191e+00 2.6799976348876953e+01 5.6591291427612305e+00 2.4187095642089844e+01 1.3321409225463867e+00 5.7168394327163696e-01 1.9504796981811523e+01 8.1963930130004883e+00 2.1059495210647583e-01 5.6158846616744995e-01
0 1.4205200000000000e+05 3.4400000000000000e+02 5.0349783897399902e+00 1.6974822282791138e+00 5.3909909725189209e-01 7.4151277542114258e-01 1.4558748006820679e+00 9.8426017761230469e+01 1.0031121253967285e+01 9.7327323913574219e+01 7.1436202526092529e-01 9.3559759855270386e-01 4.2091960906982422e+01 5.5570268630981445e+00 3.7813615053892136e-02 7.1258807182312012e-01
0 1.4205300000000000e+05 3.4400000000000000e+02 5.1781210899353027e+00 1.6322857141494751e+00 4.5303413271903992e-01 1.9797059297561646e+00 6.8353486061096191e+00 7.1685844421386719e+01 8.9722290039062500e+00 6.7278312683105469e+01 4.8556427955627441e+00 7.0120030641555786e-01 4.1023796081542969e+01 1.1264771461486816e+01 5.2843995392322540e-02 2.3583999276161194e-01
0 1.4205400000000000e+05 3.4400000000000000e+02 1.4275025129318237e+00 1.1519628763198853e+00 5.9541247785091400e-02 1.0954319238662720e+00 2.4938592910766602e+00 1.9205583190917969e+02 1.3987319946289062e+01 1.9026119995117188e+02 1.3984273672103882e+00 9.4575780630111694e-01 4.7972866058349609e+01 9.4459009170532227e+00 1.3947396539151669e-02 3.2068040966987610e-01
0 1.4205500000000000e+05 3.4500000000000000e+02 5.4767770767211914e+00 1.6941145658493042e+00 5.5973464250564575e-01 7.2448384761810303e-01 2.1598105430603027e+00 1.4902725219726562e+02 1.2325240135192871e+01 1.4758511352539062e+02 1.4353268146514893e+00 9.4391804933547974e-01 5.1478721618652344e+01 6.9606423377990723e+00 2.0444249734282494e-02 4.8241460323333740e-01
0 1.4205600000000000e+05 3.4500000000000000e+02 1.3497389554977417e+00 1.1186016798019409e+00 4.2160846292972565e-02 3.0197403430938721e+00 1.8547576904296875e+01 8.6067245483398438e+01 1.0374708175659180e+01 7.5283592224121094e+01 1.5527835845947266e+01 5.0482118129730225e-01 3.1594272613525391e+01 1.8961004257202148e+01 3.4279126673936844e-02 1.0610311478376389e-01
1 1.4205700000000000e+05 3.4500000000000000e+02 1.9109766483306885e+00 1.3154405355453491e+00 1.5134018659591675e-01 9.6287584304809570e-01 2.5518743991851807e+00 3.8999057769775391e+01 6.5202612876892090e+00 3.7241683959960938e+01 1.5889985561370850e+00 7.6840668916702271e-01 3.2103580474853516e+01 7.8847208023071289e+00 1.3809004426002502e-01 7.5254702568054199e-01
0 1.4205800000000000e+05 3.4500000000000000e+02 1.4126880168914795e+00 1.1335204839706421e+00 6.1184167861938477e-02 1.5753797292709351e+00 5.9196577072143555e+00 1.5785665893554688e+02 1.2858915328979492e+01 1.5410914611816406e+02 4.3442778587341309e+00 8.6915701627731323e-01 4.7123798370361328e+01 1.1178540229797363e+01 1.8002979457378387e-02 1.9200083613395691e-01
1 1.4205900000000000e+05 3.4500000000000000e+02 2.9339253902435303e+00 1.2526578903198242e+00 2.6859655976295471e-01 1.2287566661834717e+00 1.3314097404479980e+01 7.1134437561035156e+01 9.2562026977539062e+00 6.3863014221191406e+01 1.2085340499877930e+01 5.7052922248840332e-01 3.5389480590820312e+01 1.4491730690002441e+01 4.8267938196659088e-02 2.1594676375389099e-01
0 1.4206000000000000e+05 3.4500000000000000e+02 1.2813701629638672e+00 1.0988627672195435e+00 4.8115614801645279e-02 1.1823118925094604e+00 2.3754210472106934e+00 1.6611636352539062e+02 1.3025900840759277e+01 1.6433750915527344e+02 1.1931091547012329e+00 9.3812221288681030e-01 5.0609012603759766e+01 9.2297105789184570e+00 1.7319446429610252e-02 3.4106168150901794e-01
0 1.4206100000000000e+05 3.4500000000000000e+02 7.4325599670410156e+00 1.9217543601989746e+00 7.1540075540542603e-01 8.9035338163375854e-01 1.7693296670913696e+00 1.1164151763916016e+02 1.0691173553466797e+01 1.1031167602539062e+02 8.7897622585296631e-01 9.3145537376403809e-01 4.0026523590087891e+01 6.1284112930297852e+00 3.1324286013841629e-02 5.5549103021621704e-01
0 1.4206200000000000e+05 3.4500000000000000e+02 1.2654987573623657e+00 1.1397165060043335e+00 4.2532820254564285e-02 8.4696716070175171e-01 4.9336595535278320e+00 7.9913383483886719e+01 9.2571058273315430e+00 7.7023071289062500e+01 4.0866923332214355e+00 8.0957430601119995e-01 3.1983070373535156e+01 9.7430448532104492e+00 4.8253811895847321e-02 4.0313252806663513e-01
1 1.4206300000000000e+05 3.4500000000000000e+02 4.6468586921691895e+00 1.9485220909118652e+00 4.1122469305992126e-01 1.2687178850173950e+00 7.0213112831115723e+00 1.9668483734130859e+01 5.2875809669494629e+00 1.5523469924926758e+01 5.7525930404663086e+00 3.4003412723541260e-01 1.9014846801757812e+01 1.2010637283325195e+01 2.5893232226371765e-01 5.5654257535934448e-01
0 1.4206400000000000e+05 3.4500000000000000e+02 1.4019674062728882e+00 1.1895949840545654e+00 7.3816552758216858e-02 1.2450298070907593e+00 8.7146358489990234e+00 6.3503406524658203e+01 8.5710601806640625e+00 5.8523571014404297e+01 7.4696059226989746e+00 6.4238810539245605e-01 2.7420871734619141e+01 1.3189337730407715e+01 6.0793023556470871e-02 2.8064835071563721e-01
0 1.4206500000000000e+05 3.4600000000000000e+02 1.2574175596237183e+00 1.1195126771926880e+00 3.5995017737150192e-02 3.0441415309906006e+00 2.3796659469604492e+01 7.5858100891113281e+01 1.0134046554565430e+01 6.2437702178955078e+01 2.0752517700195312e+01 4.0025040507316589e-01 2.8959688186645508e+01 2.0903388977050781e+01 3.6886345595121384e-02 9.9664635956287384e-02
0 1.4206600000000000e+05 3.4600000000000000e+02 1.3901351690292358e+00 1.1447044610977173e+00 6.0715738683938980e-02 4.8495569229125977e+00 1.2845053672790527e+01 4.6519638061523438e+01 8.0133790969848633e+00 3.7672332763671875e+01 7.9954967498779297e+00 3.5580489039421082e-01 2.7044712066650391e+01 1.7298854827880859e+01 7.4604883790016174e-02 1.3724462687969208e-01
1 1.4206700000000000e+05 3.4600000000000000e+02 2.7229907512664795e+00 1.4785494804382324e+00 2.3453064262866974e-01 8.4414428472518921e-01 5.0859465599060059e+00 9.3224647521972656e+01 9.9576473236083984e+00 9.0259605407714844e+01 4.2418022155761719e+00 8.3000111579895020e-01 3.2945678710937500e+01 1.0060707092285156e+01 3.8881599903106689e-02 3.6929452419281006e-01
1 1.4206800000000000e+05 3.4600000000000000e+02 1.2469464540481567e+00 1.1394352912902832e+00 3.4074913710355759e-02 1.2550847530364990e+00 5.9079566001892090e+00 7.9007484436035156e+01 9.2828083038330078e+00 7.5425964355468750e+01 4.6528720855712891e+00 7.6835513114929199e-01 4.0370738983154297e+01 1.7691070556640625e+01 4.7992814332246780e-02 3.0524122714996338e-01
1 1.4206900000000000e+05 3.4600000000000000e+02 1.8326675891876221e+00 1.2949532270431519e+00 1.3611365854740143e-01 5.3387570381164551e-01 5.6566839218139648e+00 3.1497978210449219e+01 6.1390991210937500e+00 2.8402698516845703e+01 5.1228084564208984e+00 5.8179426193237305e-01 2.1349008560180664e+01 1.2009111404418945e+01 1.6592064499855042e-01 7.5751304626464844e-01
0 1.4207000000000000e+05 3.4600000000000000e+02 1.2242343425750732e+00 1.1085638999938965e+00 3.4348268061876297e-02 4.6481680870056152e+00 8.9629993438720703e+00 4.5579067230224609e+01 7.6935191154479980e+00 3.8773483276367188e+01 4.3148312568664551e+00 4.3309640884399414e-01 2.8933355331420898e+01 1.4605393409729004e+01 8.4302276372909546e-02 1.6954390704631805e-01
0 1.4207100000000000e+05 3.4700000000000000e+02 1.1855913400650024e+00 1.1319459676742554e+00 3.1790744513273239e-02 7.1348327398300171e-01 1.6995366811752319e+00 2.5202790832519531e+02 1.5951204299926758e+01 2.5082139587402344e+02 9.8605334758758545e-01 9.7176277637481689e-01 6.8100395202636719e+01 5.2155718803405762e+00 9.4860903918743134e-03 4.2384237051010132e-01
0 1.4207200000000000e+05 3.4700000000000000e+02 1.1825042963027954e+00 1.1078650951385498e+00 2.2334987297654152e-02 1.6843886375427246e+00 7.3943018913269043e+00 2.4866165161132812e+02 1.6054292678833008e+01 2.4412229919433594e+02 5.7099132537841797e+00 8.9748722314834595e-01 5.6258293151855469e+01 1.1148279190063477e+01 9.3045243993401527e-03 1.3314096629619598e-01
1 1.4207300000000000e+05 3.4700000000000000e+02 1.7138160467147827e+00 1.2190451622009277e+00 1.0170423239469528e-01 1.3923889398574829e+00 7.9963083267211914e+00 2.9725488662719727e+01 6.2541337013244629e+00 2.5031139373779297e+01 6.6039195060729980e+00 4.3091598153114319e-01 2.3502109527587891e+01 1.1311885833740234e+01 1.5738607943058014e-01 4.0728303790092468e-01
1 1.4207400000000000e+05 3.4700000000000000e+02 3.8498375415802002e+00 1.6139951944351196e+00 3.9919966459274292e-01 2.1253390312194824e+00 7.9994444847106934e+00 3.1440233230590820e+01 6.4470934867858887e+00 2.6377840042114258e+01 5.8741054534912109e+00 4.1771718859672546e-01 2.2635620117187500e+01 1.1894942283630371e+01 1.4367321133613586e-01 3.2047855854034424e-01
0 1.4207500000000000e+05 3.4700000000000000e+02 1.2822117805480957e+00 1.1442738771438599e+00 3.8132421672344208e-02 3.6267948150634766e-01 1.5416691303253174e+00 1.4354449462890625e+02 1.2060217857360840e+01 1.4259231567382812e+02 1.1789896488189697e+00 9.6115624904632568e-01 4.7031009674072266e+01 5.2929201126098633e+00 2.1948372945189476e-02 8.2705712318420410e-01
0 1.4207600000000000e+05 3.4700000000000000e+02 1.6545457839965820e+00 1.2402384281158447e+00 1.1580900102853775e-01 6.9514715671539307e-01 9.6283352375030518e-01 1.3785295104980469e+02 1.1811474800109863e+01 1.3702395629882812e+02 2.6768639683723450e-01 9.6466785669326782e-01 4.3460441589355469e+01 4.8665947914123535e+00 2.3364439606666565e-02 7.7137196063995361e-01
1 1.4207700000000000e+05 3.4700000000000000e+02 1.2231869697570801e+00 1.0714991092681885e+00 3.9277430623769760e-02 3.5186600685119629e+00 1.0944079399108887e+01 4.6977268218994141e+01 7.8383679389953613e+00 3.9745899200439453e+01 7.4254193305969238e+00 4.2944183945655823e-01 2.7967304229736328e+01 1.4924913406372070e+01 7.9944916069507599e-02 1.7420624196529388e-01
0 1.4207800000000000e+05 3.4700000000000000e+02 1.5063483715057373e+00 1.1683826446533203e+00 8.2812778651714325e-02 1.1075443029403687e+00 3.7561910152435303e+00 8.1285591125488281e+01 9.2816658020019531e+00 7.8853721618652344e+01 2.6486468315124512e+00 8.3850950002670288e-01 3.6503181457519531e+01 9.0139417648315430e+00 4.8149295151233673e-02 4.0292543172836304e-01
1 1.4207900000000000e+05 3.4800000000000000e+02 5.3303413391113281e+00 1.7966904640197754e+00 4.9612772464752197e-01 5.6469929218292236e-01 8.1318855285644531e+00 3.8534076690673828e+01 6.8724565505981445e+00 3.4185783386230469e+01 7.5671868324279785e+00 5.4314577579498291e-01 3.3182003021240234e+01 1.2004345893859863e+01 1.1895466595888138e-01 5.5861026048660278e-01
0 1.4208000000000000e+05 3.4800000000000000e+02 1.3077360391616821e+00 1.1647927761077881e+00 4.3922852724790573e-02 9.1468095779418945e-01 7.6019411087036133e+00 1.3083334350585938e+02 1.1804658889770508e+01 1.2657502746582031e+02 6.6872601509094238e+00 8.2678121328353882e-01 4.1388671875000000e+01 1.3064409255981445e+01 2.3472385480999947e-02 2.4636518955230713e-01
1 1.4208100000000000e+05 3.4800000000000000e+02 1.2793427705764771e+00 1.0942420959472656e+00 4.5328069478273392e-02 6.2323780059814453e+00 1.0232275962829590e+01 1.9274272918701172e+01 5.9782042503356934e+00 1.1041945457458496e+01 3.9998981952667236e+00 1.0485163331031799e-01 1.8010635375976562e+01 1.6776210784912109e+01 1.8071959912776947e-01 2.1195009350776672e-01
1 1.4208200000000000e+05 3.4800000000000000e+02 5.3460850715637207e+00 1.8953123092651367e+00 4.7172120213508606e-01 1.3024101257324219e+00 4.0939264297485352e+00 2.4456186294555664e+01 5.4637460708618164e+00 2.1758018493652344e+01 2.7915160655975342e+00 5.3778082132339478e-01 2.0951377868652344e+01 1.1158858299255371e+01 2.3672598600387573e-01 6.5072482824325562e-01
0 1.4208300000000000e+05 3.4900000000000000e+02 2.0269730091094971e+00 1.2792857885360718e+00 1.6106691956520081e-01 1.6106098890304565e+00 3.7322089672088623e+00 9.8616012573242188e+01 1.0196020126342773e+01 9.5944602966308594e+01 2.1215991973876953e+00 8.5207450389862061e-01 3.5029338836669922e+01 1.0105250358581543e+01 3.6531843245029449e-02 3.0607646703720093e-01
0 1.4208400000000000e+05 3.4900000000000000e+02 1.4818246364593506e+00 1.1862595081329346e+00 7.3841057717800140e-02 4.0011181831359863e+00 1.6552339553833008e+01 3.2050525665283203e+01 7.2528605461120605e+00 2.1773797988891602e+01 1.2551221847534180e+01 2.1402594447135925e-01 2.2505191802978516e+01 2.0665102005004883e+01 1.0149291157722473e-01 1.6174982488155365e-01
1 1.4208500000000000e+05 3.4900000000000000e+02 2.5197138786315918e+00 1.3748111724853516e+00 2.0530736446380615e-01 1.8099238872528076e+00 1.3217575073242188e+01 2.3147819519042969e+01 6.1786179542541504e+00 1.5634070396423340e+01 1.1407650947570801e+01 2.3468890786170959e-01 2.2509233474731445e+01 1.5789487838745117e+01 1.6416844725608826e-01 3.1668007373809814e-01
0 1.4208600000000000e+05 3.4900000000000000e+02 1.2299888134002686e+00 1.1371057033538818e+00 3.5001244395971298e-02 3.8640013337135315e-01 3.4496028423309326e+00 1.2683591461181641e+02 1.1431181907653809e+01 1.2491790771484375e+02 3.0632026195526123e+00 9.1428315639495850e-01 5.4455970764160156e+01 7.9744567871093750e+00 2.5923300534486771e-02 5.7313579320907593e-01
1 1.4208700000000000e+05 3.4900000000000000e+02 1.4655703306198120e+00 1.1911325454711914e+00 7.0750303566455841e-02 2.1397013664245605e+00 1.3386252403259277e+01 2.9390295028686523e+01 6.7019586563110352e+00 2.1627317428588867e+01 1.1246551513671875e+01 2.7886646986007690e-01 2.3769180297851562e+01 1.2595137596130371e+01 1.2863479554653168e-01 2.5684654712677002e-01
1 1.4208800000000000e+05 3.4900000000000000e+02 2.3850638866424561e+00 1.4712442159652710e+00 1.9099347293376923e-01 1.4051232337951660e+00 4.6359910964965820e+00 2.5177562713623047e+01 5.5873675346374512e+00 2.2157005310058594e+01 3.2308676242828369e+00 5.1175743341445923e-01 2.1904682159423828e+01 9.3725347518920898e+00 2.2199437022209167e-01 5.8189749717712402e-01
2 1.4208900000000000e+05 3.5000000000000000e+02 1.1454180479049683e+00 1.0901428461074829e+00 2.3278845474123955e-02 3.0490261316299438e-01 1.3460160255432129e+01 6.3736038208007812e+01 8.8034706115722656e+00 5.6853507995605469e+01 1.3155257225036621e+01 5.5975383520126343e-01 3.1712192535400391e+01 1.7785249710083008e+01 5.6917328387498856e-02 4.6208962798118591e-01
0 1.4209000000000000e+05 3.5000000000000000e+02 2.1523678302764893e+00 1.1696772575378418e+00 1.4602127671241760e-01 9.3067026138305664e-01 4.8809599876403809e+00 8.6957847595214844e+01 9.6316909790039062e+00 8.4052032470703125e+01 3.9502894878387451e+00 8.2225227355957031e-01 3.2637020111083984e+01 9.5498065948486328e+00 4.3460894376039505e-02 3.7602740526199341e-01
